Algorithm;TimeMs;PathLength;Rotations;Success;Step;Manhattan
ACO;1011,72;60;3;True;1550;56
Firefly;1006,84;61;3;True;1550;56
Camel;1010,50;33;3;True;1760;29
Camel;1010,01;35;5;True;1611;27
ACO;1009,52;0;0;False;1611;27
Firefly;1007,32;35;5;True;1611;27
Camel;1014,16;82;3;True;1646;73
ACO;1013,92;77;3;True;1646;73
Firefly;1006,10;77;3;True;1646;73
Camel;1010,25;36;3;True;1757;32
Camel;1006,84;24;2;True;1555;21
ACO;1006,84;24;2;True;1555;21
Firefly;1006,35;24;2;True;1555;21
Camel;1016,36;57;4;True;1579;52
ACO;1008,30;57;4;True;1579;52
Firefly;1006,84;57;4;True;1579;52
Camel;1039,06;66;3;True;1636;56
ACO;1006,59;60;3;True;1636;56
Firefly;1007,57;60;3;True;1636;56
Camel;1006,10;36;3;True;1757;32
Camel;1006,35;36;3;True;1757;32
Camel;1008,30;36;3;True;1757;32
Camel;1010,01;33;3;True;1760;29
Camel;1010,25;63;6;True;1723;56
Camel;1018,56;64;6;True;1723;56
Camel;1007,81;36;3;True;1757;32
Camel;1020,02;83;5;True;1696;75
ACO;1013,18;81;5;True;1696;75
Firefly;1006,84;81;5;True;1696;75
Camel;1012,21;64;7;True;1723;56
Camel;1010,01;36;3;True;1757;32
Camel;1005,86;36;3;True;1757;32
Camel;1032,72;112;4;True;1569;99
ACO;1006,10;105;4;True;1569;99
Firefly;1006,35;108;6;True;1569;99
Camel;1008,55;36;3;True;1757;32
Camel;1014,89;118;6;True;1677;107
ACO;1006,84;115;4;True;1677;107
Firefly;1006,10;115;4;True;1677;107
Camel;1007,57;36;3;True;1757;32
Camel;1016,11;65;5;True;1723;56
Camel;1014,16;71;6;True;1792;61
Camel;1019,04;53;5;True;1792;44
Camel;1008,55;63;5;True;1723;56
Camel;1010,01;62;5;True;1723;56
Camel;1014,40;65;7;True;1723;56
Camel;1012,94;36;3;True;1757;32
Camel;1012,45;36;3;True;1757;32
Camel;1009,03;33;3;True;1760;29
Camel;1009,03;33;3;True;1760;29
Camel;1017,33;81;4;True;1792;73
Camel;1006,10;36;3;True;1757;32
Camel;1012,70;47;5;True;1792;38
Camel;1033,20;110;7;True;1792;95
Camel;1029,79;93;6;True;1587;80
ACO;1008,30;85;4;True;1587;80
Firefly;1007,32;90;6;True;1587;80
Camel;1006,35;33;3;True;1760;29
Camel;1006,10;33;3;True;1760;29
Camel;1017,58;64;5;True;1723;56
Camel;1016,36;65;7;True;1723;56
Camel;1017,33;53;3;True;1677;48
ACO;1005,86;52;3;True;1677;48
Firefly;1006,59;52;3;True;1677;48
Camel;1029,30;115;11;True;1792;99
Camel;1014,89;65;6;True;1723;56
Camel;1008,30;33;3;True;1760;29
Camel;1007,57;36;3;True;1757;32
Camel;1009,28;35;4;True;1792;28
Camel;1007,57;36;3;True;1757;32
Camel;1010,01;33;3;True;1760;29
Camel;1009,28;65;6;True;1723;56
Camel;1016,11;63;6;True;1723;56
Camel;1011,23;36;3;True;1757;32
Camel;1011,23;36;3;True;1757;32
Camel;1010,99;33;3;True;1760;29
Camel;1019,78;70;5;True;1792;59
Camel;1008,30;33;3;True;1760;29
Camel;1035,89;36;3;True;1757;32
Camel;1011,48;52;5;True;1729;42
Camel;1011,48;63;6;True;1723;56
Camel;1039,06;136;7;True;1610;119
ACO;1011,23;124;4;True;1610;119
Firefly;1007,08;134;10;True;1610;119
Camel;1009,77;33;3;True;1760;29
Camel;1013,67;62;4;True;1723;56
Camel;1011,48;36;3;True;1757;32
Camel;1013,18;40;2;True;1729;35
Camel;1030,76;132;4;True;1744;120
Camel;1009,52;33;3;True;1760;29
Camel;1010,50;36;3;True;1757;32
Camel;1035,16;154;4;True;1744;135
Camel;1011,23;57;5;True;1619;49
ACO;1009,77;55;5;True;1619;49
Firefly;1010,25;55;5;True;1619;49
Camel;1040,28;36;3;True;1757;32
Camel;1007,08;102;7;True;1729;88
Camel;1006,35;33;3;True;1760;29
Camel;1006,84;61;4;True;1723;56
Camel;1008,06;57;4;True;1625;50
ACO;1011,23;55;4;True;1625;50
Firefly;1024,90;55;4;True;1625;50
Camel;1016,85;127;9;True;1680;108
ACO;1007,57;114;5;True;1680;108
Firefly;1007,32;116;5;True;1680;108
Camel;1012,70;86;7;True;1674;71
ACO;1010,50;0;0;False;1674;71
Firefly;1008,06;79;5;True;1674;71
Camel;1040,81;132;9;True;2;118
ACO;1013,64;124;5;True;2;118
Firefly;1018,30;125;4;True;2;118
Camel;1006,43;11;3;True;127;7
ACO;1005,87;11;3;True;127;7
Firefly;1006,74;11;3;True;127;7
Camel;1018,06;133;9;True;138;116
ACO;1014,53;121;4;True;138;116
Firefly;1006,33;124;5;True;138;116
Camel;1006,10;14;4;True;262;9
ACO;1006,27;14;4;True;262;9
Firefly;1006,25;14;4;True;262;9
Camel;1011,83;87;9;True;6;76
ACO;1008,13;82;5;True;6;76
Firefly;1006,09;83;5;True;6;76
Camel;1018,50;84;3;True;89;78
ACO;1008,03;82;3;True;89;78
Firefly;1007,91;82;3;True;89;78
Camel;1019,64;138;12;True;171;119
ACO;1011,71;124;4;True;171;119
Firefly;1007,90;143;17;True;171;119
Camel;1011,21;47;3;True;314;43
ACO;1007,32;48;4;True;314;43
Firefly;1006,38;47;3;True;314;43
Camel;1026,06;81;8;True;10;71
ACO;1013,31;76;4;True;10;71
Firefly;1006,89;76;4;True;10;71
Camel;1008,51;29;4;True;86;22
ACO;1008,06;0;0;False;86;22
Firefly;1006,57;29;4;True;86;22
Camel;1031,72;117;7;True;115;106
ACO;1012,04;111;4;True;115;106
Firefly;1007,17;113;4;True;115;106
Camel;1006,17;20;2;True;228;17
ACO;1005,70;20;2;True;228;17
Firefly;1006,38;20;2;True;228;17
Camel;1083,64;147;9;True;14;128
ACO;1012,46;138;9;True;14;128
Firefly;1007,48;140;5;True;14;128
Camel;1009,75;37;2;True;154;34
ACO;1006,29;37;2;True;154;34
Firefly;1006,31;37;2;True;154;34
Camel;1036,66;132;10;True;191;114
ACO;1010,36;121;5;True;191;114
Firefly;1007,37;123;3;True;191;114
Camel;1009,17;44;3;True;314;40
ACO;1007,14;44;3;True;314;40
Firefly;1008,45;44;3;True;314;40
Camel;1014,68;65;3;True;18;58
ACO;1007,36;62;3;True;18;58
Firefly;1006,81;68;6;True;18;58
Camel;1011,67;45;4;True;86;40
ACO;1008,67;45;4;True;86;40
Firefly;1009,06;45;4;True;86;40
Camel;1012,34;131;9;True;131;114
ACO;1007,65;117;2;True;131;114
Firefly;1008,22;117;2;True;131;114
Camel;1042,81;44;3;True;248;40
ACO;1006,61;44;3;True;248;40
Firefly;1018,59;46;3;True;248;40
Camel;1045,56;44;4;True;22;39
ACO;1009,22;44;4;True;22;39
Firefly;1028,35;44;4;True;22;39
Camel;1024,20;90;5;True;66;81
ACO;1021,01;87;5;True;66;81
Firefly;1006,07;87;5;True;66;81
Camel;1005,92;24;4;True;153;19
ACO;1011,44;24;4;True;153;19
Firefly;1008,22;24;4;True;153;19
Camel;1029,30;103;8;True;177;89
ACO;1010,90;99;8;True;177;89
Firefly;1007,16;99;7;True;177;89
Camel;1010,58;67;3;True;26;60
ACO;1066,60;63;2;True;26;60
Firefly;1006,52;65;2;True;26;60
Camel;1011,33;47;4;True;91;40
ACO;1008,66;45;4;True;91;40
Firefly;1005,92;47;4;True;91;40
Camel;1019,86;55;5;True;138;48
ACO;1007,17;54;5;True;138;48
Firefly;1006,18;54;5;True;138;48
Camel;1010,07;57;4;True;192;52
ACO;1006,17;56;3;True;192;52
Firefly;1006,32;58;5;True;192;52
Camel;1073,10;60;6;True;30;49
ACO;1008,65;0;0;False;30;49
Firefly;1006,94;57;5;True;30;49
Camel;1014,89;49;4;True;87;42
ACO;1006,12;0;0;False;87;42
Firefly;1006,92;49;4;True;87;42
Camel;1013,70;40;4;True;136;34
ACO;1010,16;39;4;True;136;34
Firefly;1006,20;40;4;True;136;34
Camel;1013,23;46;4;True;176;41
ACO;1007,48;46;4;True;176;41
Firefly;1006,65;46;4;True;176;41
Camel;1006,62;25;2;True;34;22
ACO;1006,58;25;2;True;34;22
Firefly;1006,26;25;2;True;34;22
Camel;1006,68;98;8;True;59;82
ACO;1011,09;88;4;True;59;82
Firefly;1006,52;88;4;True;59;82
Camel;1038,43;121;8;True;147;106
ACO;1011,45;109;2;True;147;106
Firefly;1008,42;109;2;True;147;106
Camel;1009,24;67;4;True;256;60
ACO;1008,35;65;4;True;256;60
Firefly;1006,62;65;4;True;256;60
Camel;1027,08;91;7;True;38;79
ACO;1011,10;87;7;True;38;79
Firefly;1007,02;85;5;True;38;79
Camel;1023,91;118;5;True;123;103
ACO;1009,45;109;5;True;123;103
Firefly;1007,80;110;5;True;123;103
Camel;1030,06;101;9;True;233;85
ACO;1013,05;93;5;True;233;85
Firefly;1009,63;93;4;True;233;85
Camel;1011,38;68;4;True;326;61
ACO;1011,90;66;4;True;326;61
Firefly;1007,07;66;4;True;326;61
Camel;1008,79;25;3;True;42;21
ACO;1021,82;25;3;True;42;21
Firefly;1006,62;25;3;True;42;21
Camel;1011,15;48;2;True;67;45
ACO;1014,33;49;3;True;67;45
Firefly;1006,90;48;2;True;67;45
Camel;1017,08;59;3;True;115;53
ACO;1011,25;58;3;True;115;53
Firefly;1009,83;58;3;True;115;53
Camel;1006,10;21;3;True;173;15
ACO;1011,83;0;0;False;173;15
Firefly;1006,26;21;3;True;173;15
Camel;1008,03;27;2;True;46;23
ACO;1006,36;27;2;True;46;23
Firefly;1005,77;27;2;True;46;23
Camel;1014,59;57;2;True;73;53
ACO;1005,83;56;2;True;73;53
Firefly;1006,06;56;2;True;73;53
Camel;1024,70;98;7;True;129;80
ACO;1009,32;0;0;False;129;80
Firefly;1006,32;95;11;True;129;80
Camel;1009,26;27;4;True;224;22
ACO;1008,44;27;4;True;224;22
Firefly;1005,75;27;4;True;224;22
Camel;1023,65;109;4;True;50;96
ACO;1028,75;99;2;True;50;96
Firefly;1007,13;104;4;True;50;96
Camel;1010,13;20;4;True;154;13
ACO;1065,43;0;0;False;154;13
Firefly;1006,85;21;4;True;154;13
Camel;1008,26;23;2;True;175;20
ACO;1011,06;23;2;True;175;20
Firefly;1005,91;23;2;True;175;20
Camel;1017,46;116;7;True;198;101
ACO;1010,91;108;4;True;198;101
Firefly;1006,42;110;6;True;198;101
Camel;1009,54;55;3;True;54;48
ACO;1007,11;0;0;False;54;48
Firefly;1007,31;54;3;True;54;48
Camel;1006,71;40;3;True;108;32
ACO;1010,88;0;0;False;108;32
Firefly;1007,80;40;3;True;108;32
Camel;1013,23;129;11;True;148;105
ACO;1013,34;0;0;False;148;105
Firefly;1007,94;124;5;True;148;105
Camel;1012,44;129;3;True;272;117
ACO;1006,49;121;3;True;272;117
Firefly;1006,73;121;3;True;272;117
Camel;1034,10;112;9;True;58;100
ACO;1010,06;104;3;True;58;100
Firefly;1007,08;104;3;True;58;100
Camel;1013,41;19;3;True;162;11
ACO;1006,65;0;0;False;162;11
Firefly;1007,17;19;3;True;162;11
Camel;1009,06;31;4;True;181;26
ACO;1008,41;31;4;True;181;26
Firefly;1006,42;31;4;True;181;26
Camel;1021,01;94;5;True;212;83
ACO;1012,54;91;5;True;212;83
Firefly;1007,11;89;5;True;212;83
Camel;1009,17;48;2;True;62;44
ACO;1047,64;47;2;True;62;44
Firefly;1006,21;47;2;True;62;44
Camel;1026,79;112;8;True;109;97
ACO;1010,22;103;4;True;109;97
Firefly;1006,70;103;4;True;109;97
Camel;1064,55;116;5;True;212;95
ACO;1013,58;102;5;True;212;95
Firefly;1008,61;110;10;True;212;95
Camel;1014,66;48;4;True;322;42
ACO;1008,12;48;5;True;322;42
Firefly;1006,26;48;5;True;322;42
Camel;1012,02;35;2;True;198;32
ACO;1007,23;35;2;True;198;32
Firefly;1025,51;35;2;True;198;32
Camel;1008,76;25;3;True;233;21
ACO;1005,68;25;3;True;233;21
Firefly;1006,56;25;3;True;233;21
Camel;1023,74;100;7;True;258;85
ACO;1009,06;0;0;False;258;85
Firefly;1006,50;110;11;True;258;85
Camel;1013,95;67;5;True;368;58
ACO;1010,86;0;0;False;368;58
Firefly;1006,50;72;6;True;368;58
Camel;1027,89;93;4;True;226;83
ACO;1028,72;90;6;True;226;83
Firefly;1007,36;92;5;True;226;83
Camel;1006,90;44;4;True;318;39
ACO;1006,53;44;4;True;318;39
Firefly;1006,68;44;4;True;318;39
Camel;1008,18;26;1;True;362;24
ACO;1006,68;26;1;True;362;24
Firefly;1006,23;26;1;True;362;24
Camel;1029,02;151;8;True;388;134
ACO;1012,18;138;3;True;388;134
Firefly;1006,50;140;5;True;388;134
Camel;1065,89;81;9;True;250;70
ACO;1009,49;74;3;True;250;70
Firefly;1010,28;74;3;True;250;70
Camel;1019,81;123;9;True;324;104
ACO;1012,39;110;5;True;324;104
Firefly;1006,65;114;7;True;324;104
Camel;1007,02;36;6;True;438;29
ACO;1012,42;36;6;True;438;29
Firefly;1006,74;36;6;True;438;29
Camel;1059,17;72;2;True;474;69
ACO;1007,42;72;2;True;474;69
Firefly;1006,13;72;2;True;474;69
Camel;1011,17;54;4;True;254;48
ACO;1005,86;53;4;True;254;48
Firefly;1007,36;53;4;True;254;48
Camel;1034,55;107;2;True;307;103
ACO;1008,76;106;2;True;307;103
Firefly;1007,23;106;2;True;307;103
Camel;1008,21;31;3;True;413;27
ACO;1008,36;31;3;True;413;27
Firefly;1006,07;31;3;True;413;27
Camel;1015,66;52;5;True;444;44
ACO;1007,97;0;0;False;444;44
Firefly;1012,33;53;5;True;444;44
Camel;1010,44;29;3;True;258;25
ACO;1012,21;29;3;True;258;25
Firefly;1006,20;29;3;True;258;25
Camel;1011,54;53;3;True;287;49
ACO;1011,11;53;3;True;287;49
Firefly;1006,04;53;3;True;287;49
Camel;1010,41;89;5;True;340;76
ACO;1008,39;82;5;True;340;76
Firefly;1007,39;86;5;True;340;76
Camel;1026,86;81;3;True;426;76
ACO;1009,19;80;3;True;426;76
Firefly;1006,23;80;3;True;426;76
Camel;1017,91;62;3;True;278;55
ACO;1006,74;61;5;True;278;55
Firefly;1006,07;60;3;True;278;55
Camel;1015,81;59;3;True;338;54
ACO;1010,04;58;3;True;338;54
Firefly;1006,35;58;3;True;338;54
Camel;1020,84;20;4;True;396;15
ACO;1008,48;20;4;True;396;15
Firefly;1007,42;20;4;True;396;15
Camel;1007,94;44;4;True;416;38
ACO;1009,89;43;4;True;416;38
Firefly;1006,35;48;8;True;416;38
Camel;1005,95;62;5;True;282;54
ACO;1006,81;58;3;True;282;54
Firefly;1006,99;58;3;True;282;54
Camel;1013,92;50;3;True;340;46
ACO;1022,95;50;3;True;340;46
Firefly;1006,74;50;3;True;340;46
Camel;1037,84;129;7;True;390;111
ACO;1006,87;0;0;False;390;111
Firefly;1006,81;118;4;True;390;111
Camel;1023,68;145;9;True;508;125
ACO;1006,93;130;4;True;508;125
Firefly;1023,53;130;4;True;508;125
Camel;1028,23;117;8;True;298;101
ACO;1007,14;108;6;True;298;101
Firefly;1008,09;111;6;True;298;101
Camel;1019,29;128;7;True;409;118
ACO;1010,56;124;5;True;409;118
Firefly;1008,70;126;5;True;409;118
Camel;1040,65;50;4;True;535;44
ACO;1009,25;49;4;True;535;44
Firefly;1005,65;49;2;True;535;44
Camel;1010,32;39;3;True;584;35
ACO;1012,05;39;3;True;584;35
Firefly;1006,65;39;3;True;584;35
Camel;1056,12;119;12;True;302;105
ACO;1010,28;110;4;True;302;105
Firefly;1006,47;120;5;True;302;105
Camel;1011,81;100;1;True;422;96
ACO;1008,82;100;1;True;422;96
Firefly;1005,68;100;1;True;422;96
Camel;1045,29;69;4;True;522;62
ACO;1005,80;67;4;True;522;62
Firefly;1006,84;69;6;True;522;62
Camel;1025,60;82;6;True;591;71
ACO;1008,12;79;7;True;591;71
Firefly;1005,74;80;8;True;591;71
Camel;1011,60;91;6;True;310;76
ACO;1012,48;87;8;True;310;76
Firefly;1006,38;84;5;True;310;76
Camel;1028,93;73;5;True;394;62
ACO;1022,83;68;5;True;394;62
Firefly;1006,62;68;5;True;394;62
Camel;1028,96;106;4;True;462;90
ACO;1010,86;0;0;False;462;90
Firefly;1008,09;100;4;True;462;90
Camel;1021,79;109;6;True;562;98
ACO;1013,18;103;4;True;562;98
Firefly;1006,10;105;6;True;562;98
Camel;1007,14;22;3;True;322;18
ACO;1006,10;22;3;True;322;18
Firefly;1019,01;22;3;True;322;18
Camel;1018,52;76;3;True;344;71
ACO;1009,83;75;3;True;344;71
Firefly;1006,68;75;3;True;344;71
Camel;1036,62;106;5;True;419;91
ACO;1011,63;99;5;True;419;91
Firefly;1007,08;98;4;True;419;91
Camel;1015,08;78;4;True;517;70
ACO;1008,00;75;4;True;517;70
Firefly;1006,44;75;4;True;517;70
Camel;1012,57;40;5;True;362;32
ACO;1010,04;0;0;False;362;32
Firefly;1005,77;40;5;True;362;32
Camel;1006,68;116;4;True;402;101
ACO;1024,48;109;6;True;402;101
Firefly;1007,81;113;6;True;402;101
Camel;1006,93;68;5;True;515;60
ACO;1009,74;64;3;True;515;60
Firefly;1006,81;64;3;True;515;60
Camel;1009,77;58;3;True;579;51
ACO;1007,69;55;3;True;579;51
Firefly;1006,20;55;3;True;579;51
Camel;1008,97;47;3;True;366;40
ACO;1008,39;44;3;True;366;40
Firefly;1005,98;48;5;True;366;40
Camel;1009,43;29;3;True;414;23
ACO;1012,60;0;0;False;414;23
Firefly;1009,13;29;3;True;414;23
Camel;1022,03;104;7;True;443;90
ACO;1011,63;0;0;False;443;90
Firefly;1006,32;97;4;True;443;90
Camel;1011,51;117;4;True;540;107
ACO;1009,00;112;4;True;540;107
Firefly;1007,84;112;4;True;540;107
Camel;1015,63;68;4;True;374;55
ACO;1006,84;0;0;False;374;55
Firefly;1007,94;62;4;True;374;55
Camel;1007,45;18;4;True;436;13
ACO;1005,55;18;4;True;436;13
Firefly;1028,14;18;4;True;436;13
Camel;1005,98;29;4;True;454;22
ACO;1011,05;0;0;False;454;22
Firefly;1006,47;29;4;True;454;22
Camel;1006,96;45;4;True;483;40
ACO;1006,59;44;3;True;483;40
Firefly;1005,68;45;4;True;483;40
Camel;1020,26;60;4;True;394;52
ACO;1008,00;56;3;True;394;52
Firefly;1006,71;56;3;True;394;52
Camel;1005,98;8;2;True;450;5
ACO;1006,35;8;2;True;450;5
Firefly;1006,17;8;2;True;450;5
Camel;1005,92;79;4;True;458;73
ACO;1011,66;78;4;True;458;73
Firefly;1006,29;79;3;True;458;73
Camel;1019,65;63;4;True;537;56
ACO;1009,28;61;4;True;537;56
Firefly;1013,98;61;4;True;537;56
Camel;1010,74;58;3;True;398;49
ACO;1013,37;54;4;True;398;49
Firefly;1006,23;55;3;True;398;49
Camel;1023,01;118;5;True;453;104
ACO;1009,77;0;0;False;453;104
Firefly;1007,81;119;7;True;453;104
Camel;1009,46;88;5;True;572;76
ACO;1013,00;79;2;True;572;76
Firefly;1006,17;79;2;True;572;76
Camel;1006,47;23;3;True;651;19
ACO;1006,23;23;3;True;651;19
Firefly;1005,92;23;3;True;651;19
Camel;1034,91;46;2;True;442;41
ACO;1007,87;44;2;True;442;41
Firefly;1005,92;44;2;True;442;41
Camel;1009,22;39;3;True;486;35
ACO;1006,17;39;3;True;486;35
Firefly;1006,41;39;3;True;486;35
Camel;1011,23;83;7;True;525;74
ACO;1007,81;80;5;True;525;74
Firefly;1007,32;83;7;True;525;74
Camel;1009,09;25;4;True;608;20
ACO;1006,65;25;4;True;608;20
Firefly;1005,55;25;4;True;608;20
Camel;1019,10;92;7;True;466;82
ACO;1011,66;87;3;True;466;82
Firefly;1007,57;88;5;True;466;82
Camel;1010,99;41;3;True;554;37
ACO;1016,79;41;3;True;554;37
Firefly;1007,69;41;3;True;554;37
Camel;1007,32;58;3;True;595;54
ACO;1006,84;57;2;True;595;54
Firefly;1006,84;59;2;True;595;54
Camel;1006,04;40;4;True;654;35
ACO;1007,02;40;4;True;654;35
Firefly;1006,29;40;4;True;654;35
Camel;1006,90;40;3;True;498;36
ACO;1011,23;39;2;True;498;36
Firefly;1006,35;39;2;True;498;36
Camel;1021,97;113;7;True;537;98
ACO;1010,93;104;5;True;537;98
Firefly;1007,26;104;5;True;537;98
Camel;1012,27;33;2;True;641;28
ACO;1010,68;0;0;False;641;28
Firefly;1006,53;33;2;True;641;28
Camel;1010,80;93;9;True;674;82
ACO;1007,75;87;4;True;674;82
Firefly;1006,47;87;4;True;674;82
Camel;1012,15;38;4;True;510;33
ACO;1006,71;38;4;True;510;33
Firefly;1006,59;38;4;True;510;33
Camel;1009,64;90;6;True;548;77
ACO;1006,23;82;4;True;548;77
Firefly;1005,86;83;4;True;548;77
Camel;1014,77;53;4;True;631;47
ACO;1007,51;52;4;True;631;47
Firefly;1006,41;52;4;True;631;47
Camel;1013,18;97;4;True;683;91
ACO;1008,12;98;6;True;683;91
Firefly;1006,29;98;6;True;683;91
Camel;1006,10;79;6;True;530;70
ACO;1020,75;75;4;True;530;70
Firefly;1007,57;75;4;True;530;70
Camel;1009,46;124;7;True;605;102
ACO;1018,49;108;5;True;605;102
Firefly;1006,78;115;7;True;605;102
Camel;1027,77;112;5;True;720;97
ACO;1009,34;103;5;True;720;97
Firefly;1007,69;107;5;True;720;97
Camel;1020,02;74;3;True;827;65
ACO;1006,29;71;5;True;827;65
Firefly;1006,04;71;5;True;827;65
Camel;1008,61;152;13;True;534;131
ACO;1012,33;144;8;True;534;131
Firefly;1008,48;144;8;True;534;131
Camel;1041,75;147;10;True;678;129
ACO;1012,09;134;4;True;678;129
Firefly;1008,18;134;4;True;678;129
Camel;1015,93;58;9;True;812;39
ACO;1009,46;0;0;False;812;39
Firefly;1006,41;56;7;True;812;39
Camel;1014,89;48;5;True;868;41
ACO;1006,96;49;7;True;868;41
Firefly;1009,03;48;5;True;868;41
Camel;1008,12;110;7;True;550;97
ACO;1012,15;101;3;True;550;97
Firefly;1006,90;101;3;True;550;97
Camel;1006,59;19;2;True;651;16
ACO;1006,10;19;2;True;651;16
Firefly;1006,17;19;2;True;651;16
Camel;1008,55;109;10;True;670;96
ACO;1008,48;105;8;True;670;96
Firefly;1006,84;100;3;True;670;96
Camel;1007,02;29;3;True;770;25
ACO;1008,73;29;3;True;770;25
Firefly;1009,09;29;3;True;770;25
Camel;1015,69;59;4;True;594;52
ACO;1011,96;57;4;True;594;52
Firefly;1007,87;57;4;True;594;52
Camel;1018,37;148;6;True;651;131
ACO;1010,56;134;2;True;651;131
Firefly;1007,39;136;4;True;651;131
Camel;1020,08;82;5;True;787;71
ACO;1013,31;78;5;True;787;71
Firefly;1006,10;78;4;True;787;71
Camel;1015,32;55;4;True;865;50
ACO;1005,98;55;4;True;865;50
Firefly;1006,90;55;4;True;865;50
Camel;1013,73;43;3;True;602;39
ACO;1012,45;43;3;True;602;39
Firefly;1006,53;43;3;True;602;39
Camel;1018,37;82;3;True;645;72
ACO;1007,45;76;3;True;645;72
Firefly;1006,78;78;5;True;645;72
Camel;1016,85;86;5;True;723;76
ACO;1011,72;82;5;True;723;76
Firefly;1006,78;86;6;True;723;76
Camel;1009,03;39;3;True;809;35
ACO;1006,17;39;3;True;809;35
Firefly;1006,35;39;3;True;809;35
Camel;1009,03;43;2;True;626;39
ACO;1012,51;42;2;True;626;39
Firefly;1006,17;42;2;True;626;39
Camel;1009,09;85;5;True;668;74
ACO;1006,35;78;3;True;668;74
Firefly;1006,29;80;5;True;668;74
Camel;1032,23;115;4;True;748;100
ACO;1013,73;0;0;False;748;100
Firefly;1007,26;107;4;True;748;100
Camel;1008,61;43;3;True;855;39
ACO;1031,56;43;3;True;855;39
Firefly;1011,17;43;3;True;855;39
Camel;1010,32;53;4;True;634;46
ACO;1023,80;51;4;True;634;46
Firefly;1006,35;51;4;True;634;46
Camel;1023,01;74;3;True;685;67
ACO;1010,80;0;0;False;685;67
Firefly;1006,04;81;5;True;685;67
Camel;1005,80;65;5;True;766;57
ACO;1006,90;64;5;True;766;57
Firefly;1007,20;63;5;True;766;57
Camel;1012,88;61;4;True;829;56
ACO;1006,29;61;4;True;829;56
Firefly;1005,86;61;4;True;829;56
Camel;1014,77;62;5;True;638;55
ACO;1008,24;59;3;True;638;55
Firefly;1006,29;59;3;True;638;55
Camel;1011,72;118;5;True;697;104
ACO;1006,41;0;0;False;697;104
Firefly;1007,51;110;3;True;697;104
Camel;1009,58;110;7;True;807;92
ACO;1006,47;0;0;False;807;92
Firefly;1006,29;105;8;True;807;92
Camel;1014,47;79;9;True;912;67
ACO;1009,58;72;4;True;912;67
Firefly;1006,35;73;4;True;912;67
Camel;1012,27;42;4;True;642;37
ACO;1012,70;42;4;True;642;37
Firefly;1006,29;42;4;True;642;37
Camel;1028,14;90;2;True;684;82
ACO;1007,63;86;2;True;684;82
Firefly;1006,65;86;2;True;684;82
Camel;1012,94;96;7;True;770;81
ACO;1009,09;94;11;True;770;81
Firefly;1007,32;92;7;True;770;81
Camel;1007,51;112;5;True;862;96
ACO;1008,85;103;5;True;862;96
Firefly;1006,35;107;5;True;862;96
Camel;1014,40;24;3;True;654;20
ACO;1014,22;24;3;True;654;20
Firefly;1006,47;24;3;True;654;20
Camel;1007,69;47;3;True;678;43
ACO;1006,53;47;3;True;678;43
Firefly;1006,17;47;3;True;678;43
Camel;1009,34;68;3;True;725;60
ACO;1012,39;63;2;True;725;60
Firefly;1007,26;63;2;True;725;60
Camel;1015,69;50;2;True;788;47
ACO;1007,69;50;2;True;788;47
Firefly;1005,80;50;2;True;788;47
Camel;1008,42;29;3;True;670;25
ACO;1006,10;29;3;True;670;25
Firefly;1005,80;29;3;True;670;25
Camel;1014,77;130;7;True;699;111
ACO;1011,84;119;5;True;699;111
Firefly;1005,86;122;8;True;699;111
Camel;1017,33;51;4;True;821;44
ACO;1006,78;50;4;True;821;44
Firefly;1006,59;49;4;True;821;44
Camel;1025,51;88;4;True;870;80
ACO;1008,12;84;3;True;870;80
Firefly;1006,23;91;7;True;870;80
Camel;1013,12;67;7;True;674;57
ACO;1040,41;65;6;True;674;57
Firefly;1008,18;64;6;True;674;57
Camel;1006,59;75;4;True;738;68
ACO;1006,23;75;4;True;738;68
Firefly;1005,92;75;4;True;738;68
Camel;1024,48;128;8;True;813;110
ACO;1010,93;115;4;True;813;110
Firefly;1006,23;119;6;True;813;110
Camel;1014,16;95;6;True;932;81
ACO;1005,68;99;15;True;932;81
Firefly;1006,29;91;7;True;932;81
Camel;1009,40;88;6;True;678;76
ACO;1012,94;83;6;True;678;76
Firefly;1005,86;83;4;True;678;76
Camel;1008,97;102;4;True;761;95
ACO;1007,26;100;4;True;761;95
Firefly;1005,98;100;2;True;761;95
Camel;1026,49;90;7;True;861;77
ACO;1009,22;83;4;True;861;77
Firefly;1005,86;83;3;True;861;77
Camel;1019,65;66;6;True;944;58
ACO;1009,28;63;4;True;944;58
Firefly;1006,90;66;6;True;944;58
Camel;1008,85;30;3;True;698;26
ACO;1024,35;30;3;True;698;26
Firefly;1006,41;30;3;True;698;26
Camel;1006,71;21;3;True;728;17
ACO;1006,04;21;3;True;728;17
Firefly;1005,98;21;3;True;728;17
Camel;1018,37;78;6;True;749;66
ACO;1008,18;71;4;True;749;66
Firefly;1007,02;73;4;True;749;66
Camel;1011,23;40;4;True;822;35
ACO;1006,59;41;5;True;822;35
Firefly;1005,98;40;4;True;822;35
Camel;1024,66;85;5;True;762;74
ACO;1012,09;78;3;True;762;74
Firefly;1006,04;78;3;True;762;74
Camel;1007,94;140;3;True;840;121
ACO;1031,80;125;3;True;840;121
Firefly;1011,29;131;7;True;840;121
Camel;1016,11;34;4;True;971;27
ACO;1011,11;88;34;True;971;27
Firefly;1006,47;34;4;True;971;27
